시도별,주요 업종별,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022
시도별,주요 업종별,사업체수 (개),종사자수 (명),매출액 (백만원),영업비용 (백만원),인건비 (백만원),임차료 (백만원),기타영업비용 (백만원),연간급여액 (백만원),사업체수 (개),종사자수 (명),매출액 (백만원),영업비용 (백만원),매출원가 (백만원),인건비 (백만원),임차료 (백만원),기타영업비용 (백만원),연간급여액 (백만원),사업체수 (개),종사자수 (명),매출액 (백만원),영업비용 (백만원),매출원가 (백만원),인건비 (백만원),임차료 (백만원),기타영업비용 (백만원),연간급여액 (백만원),사업체수 (개),종사자수 (명),매출액 (백만원),영업비용 (백만원),매출원가 (백만원),인건비 (백만원),임차료 (백만원),기타영업비용 (백만원),연간급여액 (백만원),사업체수 (개),종사자수 (명),매출액 (백만원),영업비용 (백만원),매출원가 (백만원),인건비 (백만원),임차료 (백만원),기타영업비용 (백만원),연간급여액 (백만원)
서울특별시,기타 프랜차이즈,3611,15710,1244848,1175690,187012,142272,846406,174159,4308,19705,1339784,1195404,620284,225739,174248,175133,213662,4449,18890,1432900,1298585,589215,225509,166026,317834,205674,4820,16640,1633965,1507219,800458,203440,160584,342736,200235,5380,18193,1795895,1686144,931854,252592,188850,312848,244047
부산광역시,합계,13257,53075,4102766,3753751,533659,280314,2939778,474214,13558,53029,4251202,3827297,2381453,597126,316818,531901,573496,14752,50058,4250127,4039091,2428934,549232,299504,761421,511883,16560,53141,4966923,4695282,2688705,644066,324243,1038268,623764,18245,61417,5976523,5574541,3214598,774321,371626,1213996,746648
부산광역시,체인화 편의점,2367,10594,1268086,1217224,94274,41438,1081512,73907,2324,10380,1212434,1122375,831291,99031,48732,143322,96453,2588,10244,1195787,1189202,840565,93256,50486,204896,87019,2715,10324,1284369,1280120,902153,108447,45142,224378,105131,2960,11580,1454755,1450349,1024679,121068,46776,257826,116950
부산광역시,문구용품 및 회화용품 소매업,72,197,29593,27643,2425,1570,23648,2185,80,208,29553,26401,19930,2413,1609,2448,2259,81,213,31557,29366,21497,2879,1759,3230,2740,82,217,40623,37685,27441,2724,2646,4874,2639,124,270,46990,43098,32227,3499,2385,4987,3362
부산광역시,의약품 및 의료용품 소매업,177,648,210012,191980,15952,4674,171354,13843,205,724,249761,239575,202409,17947,4939,14280,14734,214,730,283097,263405,222222,18597,6560,16026,16199,214,712,306816,287070,243529,20950,7185,15406,20031,282,920,409529,380216,327250,21509,8885,22573,20037
부산광역시,안경 및 렌즈 소매업,214,674,80157,70577,12954,10241,47382,11586,208,662,75888,67760,36354,13591,10430,7384,12534,223,621,73603,66421,36785,11326,8732,9578,11111,254,657,91389,82344,42215,13031,10568,16530,12356,273,670,100633,90785,50596,13296,9789,17104,12538
부산광역시,한식 음식점업,1861,8508,553567,501004,97020,49524,354460,91638,1957,8515,564575,493432,267431,99563,54348,72090,97613,2273,7516,535286,515090,272297,91281,51470,100041,87518,2645,8163,689457,660312,302673,118876,67655,171108,117238,2829,9762,892763,816394,396392,145427,60799,213776,141524
부산광역시,외국식 음식점업,557,2997,184698,162998,39315,17342,106341,37239,522,2727,190278,170303,87053,43802,18061,21388,42542,549,2475,174498,167803,77375,39238,14845,36345,37127,747,2956,238958,225531,99013,46347,18686,61485,44797,888,3600,325704,300750,141768,58602,24033,76347,56677
부산광역시,제과점업,446,2234,170045,159878,20895,13425,125558,19383,435,2141,152539,135906,87994,20883,14436,12592,20676,442,2035,155261,150361,94500,21415,13405,21042,20894,439,2056,164741,158050,91895,24127,11524,30504,23734,461,2154,190764,184396,111314,23291,14273,35518,22583
부산광역시,"피자, 햄버거, 샌드위치 및 유사 음식점업",731,3846,210747,191516,36926,16019,138571,34519,746,4052,220692,199940,104973,39285,17261,38420,37757,861,3807,250757,234997,125008,39387,15536,55066,37875,982,3696,271047,248928,125629,35593,18173,69533,34520,1060,3898,297657,277390,129944,42779,22434,82232,41694
부산광역시,치킨전문점,1791,4476,268696,230675,19322,16146,195207,18384,1891,4665,325048,267455,173449,24019,22530,47457,23333,1963,4378,342564,299337,180111,22345,18242,78638,20170,2055,4315,439641,399592,230032,31017,19442,119101,29242,2030,4304,472912,415524,246951,34415,24732,109426,32408
부산광역시,"김밥, 기타 간이음식점 및 포장 판매점",794,2889,140136,124742,21599,13707,89436,20408,812,2758,156776,133123,71515,26062,18616,16931,25114,1000,2885,174946,157036,87672,24087,14095,31182,21779,1208,3363,249126,231487,116769,33457,17452,63808,32642,1250,3627,294272,262726,131388,40175,21680,69482,38108
부산광역시,생맥주 및 기타 주점업,626,2003,121828,110893,21253,13108,76532,15938,553,1641,103129,85561,45864,15113,11411,13173,14615,529,1400,81785,72163,33473,13327,9330,16033,12040,541,1423,90179,80995,35982,15433,10285,19295,15321,636,1968,148938,130492,58143,26082,17404,28863,25484
부산광역시,커피 및 기타 비알코올 음료점업,1265,5828,252893,224743,49681,34413,140649,47572,1392,6313,278103,242904,104794,63017,37626,37467,59698,1626,6202,272580,243223,94790,58585,39188,50659,56996,2051,7527,319567,295313,108519,79490,42209,65095,78155,2517,9721,437515,402783,144686,99826,61588,96682,98019
부산광역시,자동차 전문 수리업,371,1452,167714,148610,37446,5255,105909,30737,378,1495,164931,142280,72749,38009,8385,23137,36618,332,1273,157396,141926,73065,34207,5247,29408,30993,334,1351,173020,154368,72128,39649,5372,37220,37400,330,1559,196846,174666,87530,47803,5875,33459,46198
부산광역시,두발 미용업,216,1349,56595,50480,15826,6941,27713,13151,224,1340,63328,54347,12303,14025,9142,18876,12766,224,1176,57102,55787,13911,17518,6825,17533,13976,227,1075,54539,49611,8264,14398,6770,20180,13036,259,1309,68961,61246,9809,19939,8384,23113,17559
부산광역시,가정용 세탁업,340,685,35424,29465,4839,2719,21907,4154,362,719,44182,35433,12578,5433,4428,12993,4723,355,524,33786,30194,13131,2477,2781,11805,2173,351,517,28515,24679,8061,2102,2442,12073,1682,361,521,31467,26447,8850,3912,3284,10401,3820
부산광역시,기타 프랜차이즈,1429,4695,352575,311323,43932,33792,233599,39570,1469,4688,419986,410502,250766,74930,34863,49943,72061,1492,4579,430122,422779,242532,59306,41003,79939,53274,1715,4789,524936,479198,274404,58425,38691,107678,55840,1985,5554,606817,557280,313071,72698,39305,132206,69688
대구광역시,합계,9311,34803,2648614,2392253,338592,174691,1878970,309916,9456,34440,2783647,2455017,1539917,369659,201976,343465,357339,10290,32442,2783755,2607215,1574586,336091,172193,524346,309994,11396,34327,3315732,3115133,1789227,412377,201414,712115,400763,12632,39845,4030072,3737929,2205916,478351,244577,809084,458259
대구광역시,체인화 편의점,1436,6028,662803,639139,44148,20563,574428,38527,1450,6000,685132,647654,481947,46081,29312,90314,44960,1734,5897,676408,682139,491426,42843,17608,130262,38629,1856,6359,784970,786950,538518,71077,23941,153414,70030,2083,7352,918800,924789,653717,67570,30521,172981,64650
대구광역시,문구용품 및 회화용품 소매업,27,68,10504,9367,738,488,8141,638,28,66,11422,10887,8585,846,575,881,789,31,67,12049,11335,8743,752,547,1293,684,30,62,15016,13694,9773,1238,788,1894,1221,40,71,16330,14528,10761,1024,665,2078,991
대구광역시,의약품 및 의료용품 소매업,172,518,152888,136897,9773,3983,123141,8683,179,568,139286,131158,105023,11177,5850,9108,10113,183,538,154589,141894,118171,8280,4359,11084,7383,181,502,178549,164084,140311,9808,3304,10661,9188,205,552,245648,224672,193093,10818,4781,15980,9743
대구광역시,안경 및 렌즈 소매업,163,481,54596,47150,8799,6760,31591,7761,153,469,55120,47309,28638,8213,5865,4593,7822,151,432,49369,44965,25736,6969,5633,6627,6862,195,504,63217,58276,32151,8539,6886,10701,8086,199,501,68706,61716,33986,9880,7920,9931,9421
대구광역시,한식 음식점업,1360,5834,393375,352184,68277,35304,248603,65182,1431,5765,411673,356003,187731,75330,39849,53091,73944,1658,5243,387317,369083,179010,70114,34538,85421,64564,1851,5578,522436,489189,224230,88331,40110,136518,86198,2065,6773,689959,629956,306186,101429,45206,177135,97336
대구광역시,외국식 음식점업,353,1924,111536,98476,24461,9729,64286,22718,319,1600,106188,93168,45707,25070,9575,12816,24312,314,1367,95627,91376,41876,20003,7844,21654,18889,393,1415,112206,103987,44854,18761,8016,32356,18218,514,1911,165516,144826,69727,27074,10794,37231,25856
대구광역시,제과점업,362,1683,129638,120655,14502,9265,96888,13589,350,1589,121704,104103,62032,19880,9835,12357,19609,358,1513,125300,117117,76772,13304,8472,18569,12751,373,1521,140300,131544,78448,15169,10683,27245,14905,412,1607,157080,145696,89263,14619,10144,31670,14461
대구광역시,"피자, 햄버거, 샌드위치 및 유사 음식점업",498,2738,149804,136971,26741,9365,100865,24683,512,2830,165214,146247,80835,30138,11323,23951,28995,588,2613,181507,170867,89045,29233,13049,39540,28388,690,2700,195148,178160,87260,26068,13326,51506,24816,769,2947,223132,205836,92774,35060,17768,60233,33564
대구광역시,치킨전문점,1239,2936,175798,146191,11044,10290,124857,10187,1279,2838,217461,178672,119353,10458,12758,36104,10171,1288,2617,222989,193642,112713,14853,11215,54862,12925,1261,2431,269597,245904,148794,17226,11172,68712,16151,1270,2597,312701,275394,174743,17533,13909,69210,15862
대구광역시,"김밥, 기타 간이음식점 및 포장 판매점",731,2362,111019,96721,16446,10741,69534,15500,749,2462,144169,117923,67267,19517,13612,17528,19233,832,2285,141528,125704,69719,18688,12419,24878,16472,1004,2586,190476,179648,93039,20006,13876,52726,19278,1086,3003,225887,199746,103379,28404,16187,51776,27357
대구광역시,생맥주 및 기타 주점업,455,1254,74852,63365,9590,7574,46201,8939,408,1037,61072,47439,26413,8439,7365,5221,7942,407,945,52671,46461,22791,7648,4933,11090,7266,402,955,58873,51510,25901,7425,5291,12893,7074,414,1174,91587,79853,39081,12293,9783,18696,11822
대구광역시,커피 및 기타 비알코올 음료점업,779,3672,176880,148503,34325,20655,93523,32551,833,3949,209488,177410,83452,43385,21849,28723,41511,1001,3979,211897,181798,73950,41844,24409,41595,39703,1219,4622,229433,209259,80524,50250,25778,52708,49094,1455,5604,277213,257788,98124,62140,37257,60268,60039
대구광역시,자동차 전문 수리업,386,1309,147161,129359,32200,4275,92884,25915,380,1374,153063,134872,79310,30859,6944,17758,29365,284,1156,132685,115371,63970,28061,3191,20150,25877,289,1085,135571,120530,59797,32900,4328,23506,31598,290,1179,154230,133926,69618,34784,4494,25029,33782
대구광역시,두발 미용업,104,350,12659,10775,3459,1755,5561,2943,75,259,10710,9027,2032,2588,1729,2678,2469,97,325,10898,11198,3039,3986,1961,2212,3802,111,355,13267,11469,1526,4845,1425,3674,4725,125,400,16756,14121,2492,4296,2185,5148,3700
대구광역시,가정용 세탁업,189,343,16162,13068,2443,1681,8944,2259,202,396,22664,17645,8527,2950,2179,3988,2754,205,296,17027,13669,3440,1832,1424,6973,1778,197,277,13427,11538,1776,1532,1115,7116,1344,205,285,17391,14664,1375,1694,2116,9479,1638
대구광역시,기타 프랜차이즈,1057,3303,268939,243432,31646,22263,189523,29841,1108,3239,269280,235501,153064,34726,23356,24354,33351,1159,3169,311894,290594,194185,27682,20590,48137,24019,1344,3375,393246,359391,222326,39203,31376,66486,38836,1500,3889,449136,410419,267598,49735,30848,62238,48038
인천광역시,합계,11295,46066,3968748,3593605,514239,256633,2822733,466808,11482,49113,4422617,3982678,2601885,592419,301876,486498,563718,12887,46630,4346494,4108271,2525802,551407,277602,753460,505475,14726,49383,5001416,4733396,2774335,648165,302767,1008128,626089,16508,57650,5973721,5617696,3169426,772832,373944,1301493,736952
인천광역시,체인화 편의점,2189,9971,1238715,1177055,89527,39080,1048448,74567,2206,11122,1319166,1224684,958182,94636,49189,122677,91235,2501,10831,1299442,1299896,938607,102197,42466,216626,95894,2712,10879,1420403,1410849,1012805,115616,43017,239411,111609,3008,12442,1591958,1582145,1121475,131213,60046,269411,125251
인천광역시,문구용품 및 회화용품 소매업,79,234,32407,28782,2763,1708,24311,2572,77,226,28475,26164,19181,2662,1785,2536,2500,75,220,27913,25443,18769,2083,1329,3262,1861,81,234,34089,31199,22045,3303,1485,4366,3202,114,268,38694,35864,24969,3429,1766,5700,3243
인천광역시,의약품 및 의료용품 소매업,190,685,243297,221883,17573,6306,198004,15303,197,867,315588,295917,248969,22065,9105,15777,20424,202,812,318193,296687,248088,18500,10309,19790,17618,207,766,303849,281856,239667,17109,7681,17399,16358,234,823,332153,308023,261014,20217,8039,18754,18853
인천광역시,안경 및 렌즈 소매업,158,469,54488,46657,8864,7269,30524,8172,165,482,62758,54008,30909,9304,8611,5184,8985,147,436,49179,44924,22352,8668,6979,6925,8107,189,493,64876,59928,30629,9578,8131,11589,9177,206,502,74905,67779,35451,10090,7951,14286,9477
인천광역시,한식 음식점업,1722,7296,530736,467502,93763,49635,324104,89713,1753,7387,561786,492288,278155,111956,49874,52302,108685,2085,6680,530461,500661,263378,93218,46517,97548,81630,2489,7147,681948,646201,295314,122443,64887,163558,119168,2724,8617,895247,830168,385890,131636,60369,252274,126247
인천광역시,외국식 음식점업,385,2353,158987,139910,35298,12819,91793,32639,393,2199,167856,153081,72571,39240,16151,25118,38023,466,2171,161867,155566,68205,38943,15283,33134,37880,682,2614,222954,208559,91940,46636,17948,52035,45731,868,3401,325351,304448,139242,56158,28165,80883,53397
인천광역시,제과점업,397,1924,175962,161354,18855,12729,129770,17784,380,2064,162160,144672,86952,24148,14117,19454,23900,417,2090,177472,169884,107942,22436,12407,27099,22244,481,2213,201568,190275,112097,24825,13557,39795,24482,530,2250,223665,209331,124237,22070,16965,46058,21256
